Location,Crop,Temperature,Rainfall,Soil_Quality,Fertilizer_Used,Pesticide_Used,Previous_Yield,Yield
West,Rice,30.135596139570747,922.5161070962617,1.0016203508556651,50.60343860024412,7.9808286337576835,5.2127012594700926,19.539118545241145
North,Rice,31.738787165821,306.68638422657983,6.3704696714334,62.25737154364559,2.8380835496820698,3.7664469317879945,21.178346992282687
East,Soybean,26.439653706880254,254.59027705119655,2.9022737180828395,121.25025502151384,1.674446697555493,7.342563268801029,17.21956301211433
Central,Corn,32.420285747874985,1004.8253636154794,1.113242230913852,261.60102110490857,4.28849021118635,6.432246445373224,21.764268878240653
East,Barley,27.90981078332706,1009.860632805359,4.231767435328204,213.12522535943435,7.381062323851277,3.375485024273563,20.36533848254463
Central,Barley,33.923474095926906,320.52183979204904,9.6579861608569,161.45523299308172,7.174887303835788,8.617288323842427,23.391918767284945
North,Rice,20.626771720912735,501.5204038886368,7.209485268668356,159.6496184005982,9.59571317030507,5.626312597362117,16.06146909936031
South,Barley,26.9063909156579,980.0260645738896,8.719873326302123,166.51339358828167,6.669805777899551,3.2179589181592334,21.547269191458078
West,Barley,28.802626958737843,725.4120709540064,2.3026518843465706,127.75827695025094,4.701560148937445,8.36945563381597,19.283970984976325
North,Wheat,22.858746100556132,1156.5848607252992,1.6595933915749275,269.4286294063786,8.174182839876345,3.067475853827954,17.284403963909057
West,Barley,32.59415964808106,681.062645346005,1.1037678715875021,191.96728279994932,2.3776112047667097,9.744308014378188,20.927948353836776
South,Soybean,34.59606326208309,876.9579375655126,9.600960610175385,170.9874908814632,8.317201045135395,5.534478466539271,25.279544565057627
South,Rice,24.875389827453233,709.7833657415842,3.701824618181936,166.26915078927595,4.293374191885325,7.825778135474484,17.95097574061416
North,Corn,22.81281309608678,1142.9654956850459,5.135544481067722,283.9566167244857,2.3860900812001833,5.615741837651982,19.21882505285457
South,Corn,24.438758571129174,598.6590920676089,4.550712612415971,230.91548205492043,2.45926561634606,3.5005013441742108,18.051546009209037
Central,Wheat,32.05473491463863,429.7964551786,7.574112418535734,86.20363867914642,9.852377457664737,8.064912253062744,21.53357132186123
South,Corn,27.90936851036335,526.6338602809932,3.789683937574688,159.24254248581627,6.6090048628654925,4.314856170362231,18.708044009739613
West,Corn,15.895447450361901,1052.7752041652293,5.819075943526464,122.09305260363082,2.568381348898731,7.459342663666505,15.421027685404612
West,Rice,25.843398208914294,697.9385635121334,9.960240384599208,296.7171644325407,3.4170628420926077,4.058981747171824,21.251338993489053
West,Rice,15.346002454819397,554.2523035022391,4.996571962098127,153.8489265782952,4.348717921824501,3.92886622337888,13.207212983729807
West,Soybean,30.57070742006811,744.2600218094829,5.961443866297801,66.96752575744559,1.503095232275885,5.65956494033541,21.88633685026893
Central,Wheat,21.566245470849275,333.22970727684236,5.5227525607975405,152.80300036570108,1.975741447720319,8.52991493307201,16.09994473753355
East,Corn,24.440149642346586,205.35930462559608,8.22867542322429,130.33757015148382,7.8557886495886535,6.909064416029879,17.602719179683902
North,Soybean,30.97356211815264,480.5846836934908,3.401556886302175,199.89566176956197,8.081865726587242,2.5173508759813856,19.880762615558062
West,Wheat,15.928976345715231,805.0057197835423,2.533942145285173,106.51954380725746,9.894111502281168,7.87091757086335,12.61671012770871
South,Corn,18.17083071183221,911.6807696613872,7.786838424383758,58.99341242484542,1.6083674681243805,6.638168010073285,16.892343112691023
West,Corn,22.959207528902297,1026.6109663519667,4.740563677317888,73.97009378972284,9.002659704590068,6.988524239096435,17.703336351554643
South,Rice,19.598503270911213,1126.6635593944698,9.223534080790184,120.78689738359134,3.854944410796765,4.828625285941787,18.7247352996426
South,Barley,21.758028515501262,612.112346964768,6.797433572140579,137.0806578832769,3.9506552717158048,6.4492932083392125,17.31342051609614
West,Wheat,34.963494757849304,940.5167995574546,6.0790880054056835,258.6126350111832,2.1455402669241184,4.9751095886054575,25.037604223089243
Central,Corn,31.508288751476215,274.67293019806255,1.6341134934328945,117.5174210035962,9.876701592502652,2.652045369290536,18.47917324646238
South,Wheat,32.67803629920217,257.5299987720801,7.5737071462401815,57.87326336901153,9.82890313217806,8.755442243956628,21.273947217933618
South,Soybean,33.741092671315506,324.7979919861566,7.174363289616624,245.18337080071353,8.783466478641495,7.424213782139189,22.326705721200153
West,Soybean,21.81871760628391,648.5690978307623,6.760647320384393,267.2293925222407,1.8170207798071285,7.363512097045171,17.912081731851767
South,Barley,20.941539155929455,411.28143849874994,3.4111857121362146,173.07655935013196,8.57484663138312,3.549430116835663,14.557756633877414
South,Corn,19.6812498514415,486.9249419378158,9.520653895070001,121.23180768911769,6.711525938195263,7.30877252193561,16.680972331120905
West,Rice,31.602338226162452,847.8801735123027,3.8948961432953806,243.03497002960398,2.1589790135885454,3.8562449907628142,22.17294012963664
West,Corn,28.5910372457037,558.5221788028459,2.3700786107854084,52.22460167049762,3.355819815218156,7.500277496835225,18.68798382539373
North,Wheat,19.723439649657546,757.3715577180221,9.884810394415124,281.0070572769737,7.203017183483803,4.6682438769672885,17.929471051954454
Central,Soybean,22.539876584209097,612.4037567365922,7.716216512113912,266.3829112193278,8.230966969426847,3.260110293884442,17.903305292655862
Central,Wheat,25.134235278655964,368.96925551981957,4.733081940935632,186.20830248870894,8.632783413788268,9.250114799199949,17.076396445860286
South,Barley,25.562801145475074,274.01999025589413,9.423247877998362,119.39529697744715,5.894472169530271,2.8372025958476454,19.022103071706432
Central,Soybean,32.774554571034294,436.23149530988786,1.8200563692957754,58.211220687249416,5.811579249543742,8.094302532924583,19.959258835585246
South,Rice,22.611322658944324,257.7004694910444,1.78895094783902,299.95593754921555,7.157881115751244,2.814205351321222,14.67846688060421
North,Soybean,33.170480610010245,818.6119598898069,7.142059167657269,240.518430759671,7.999502943097971,7.477757144518518,23.578986418946997
West,Corn,23.827351206395793,995.7176014661004,2.6017484354095917,134.6774689520396,2.535272031118792,2.8830847572681444,17.957355516552234
West,Corn,29.927453495847075,539.7407682374009,9.254255636739558,54.817992909696144,7.658538935961635,6.070595764964589,21.628433399554794
West,Soybean,33.60508639970112,587.1110553523582,8.563232568689838,209.82293211519277,4.07517930240142,3.5039655348104946,24.001297327373813
Central,Barley,33.151514079265326,1016.1910627593066,3.757305016910678,296.72600143792386,4.453827588301081,8.93265266172917,23.275321478720596
North,Corn,16.139057345913624,422.6129123735603,8.999556240424333,226.76817715816682,1.6994166838822173,5.2118765544948005,15.22078459217534
Central,Corn,19.114085899531396,319.1602651948742,1.3859891830659552,70.92860214245133,6.2957868604144185,2.123410796001049,12.581197936820164
Central,Rice,24.5381085106455,701.1181173310865,5.937740674637445,150.56959304338903,1.8407808778118038,7.025290017520406,18.864565975476584
North,Soybean,23.631085799062145,846.1901695332372,9.420064963379499,77.29586568188952,9.21822043345171,5.561113111271771,19.354909081501194
North,Corn,27.81783329674414,799.6544250464792,8.698446810421284,278.0401374002369,6.588732756345587,8.877914376757257,21.684465646845936
North,Barley,33.89418101650824,913.8730452741809,4.204659914208955,132.6036177381452,9.912536696063677,5.4651534222545415,22.644527175630166
North,Wheat,17.248094225558976,256.7511821730239,2.645833917111714,233.34413233516779,3.210869373675448,5.289123840998023,12.598235553446036
West,Soybean,24.03717330268481,628.2016127583729,2.894865295633701,71.17258950227665,7.116405074790737,5.6327457217050565,16.491842279396487
East,Rice,18.848220757742787,438.57052394569314,5.630570902705648,82.10367394885988,9.679869894926416,8.8788321458015,14.188270670195811
East,Corn,32.88215196795895,959.1212595460241,6.370956494528267,219.87191551267117,3.687204378805103,6.694580492212321,23.937845753573683
North,Barley,34.29160371603305,1072.7304840603497,1.2953288496127278,260.8699870905423,1.8669038364108417,7.35489936188483,23.217174440582664
East,Soybean,24.574033637807002,481.3357408064149,4.721964033113993,100.36248908281974,6.705789190494383,7.763287089246349,17.149955713684545
East,Barley,17.080205954562814,295.21807906940825,8.47348404079514,154.58431149926588,4.294892500888228,9.500124179525258,14.694830203717398
North,Barley,30.705893334453464,453.42796199139684,4.998960552122174,204.85425867578167,3.457518703391166,8.700164741098941,20.77677142106224
East,Rice,28.94282700984798,304.0084890589197,2.5225785185446945,249.06908481506812,9.942288856690697,9.418274093145552,17.896379663479692
Central,Soybean,22.09341653220621,522.4221661134538,9.593742637171871,207.04915259482027,7.78698402492989,4.746439521474159,18.086871722008866
South,Corn,32.748149479379265,738.1985783218257,3.3964798593382,73.85648016064418,5.368551697111939,3.718720337065731,21.558120209000485
South,Rice,34.51663779565415,1173.6809543982065,8.185854390706545,185.70483208352098,1.450030576446695,3.627116095446584,26.280110123826688
North,Corn,26.157076982603908,599.3702543513585,2.744147497050414,271.1516703691425,2.7245410976248787,8.862408737205248,18.24415748415199
West,Wheat,26.314558226885847,420.0399238546211,4.808554562994309,267.005930255996,3.6890058274567825,8.644729847047927,18.505931987970826
North,Barley,20.950270102275557,366.8017403708351,5.413802857973307,196.25390193774032,5.384769414096565,7.203292891173634,15.59509227790543
West,Wheat,26.690120719666282,373.039766138676,5.505717663534201,298.9240516927097,5.475248574084636,2.5035390719484356,18.716789969639805
South,Barley,23.79284641049693,392.5976832614592,5.648264812906343,76.28093059608885,1.2226002690094522,4.544385259062217,17.363824014486614
North,Rice,21.043820538561036,962.267022537447,3.024527866207853,169.64883934791322,9.490206430152769,7.873610302147927,16.008799519056552
Central,Corn,16.343703930478025,261.0277114324199,5.643239697647517,243.7809098381851,5.885264614946555,3.9885501898843367,13.111266336776994
East,Corn,20.054157194182498,1197.402706943034,5.335414784899788,85.25952952853982,1.1775445028684692,6.992471366179395,17.806217240650497
West,Rice,18.95709299355329,722.6863911662612,2.878475474136369,293.18744037071366,7.312016747579906,6.341929774996316,14.653169065913412
East,Soybean,25.840839691078976,744.2718943008257,9.893724035533397,138.51163629591125,1.642163607257367,4.101378992482108,21.22353205452141
East,Wheat,27.03340043527188,557.5638786996049,8.79007053507895,137.53493849464772,7.490533823877077,9.474704246674072,20.23143656236792
North,Wheat,27.17143448612033,890.2553594121205,8.988187159202347,103.29857528530155,7.313432327449988,4.0539123940784165,21.327012102803067
East,Corn,22.76362002091358,671.4563408807977,7.170139453446054,122.00436601664859,9.864308476646842,9.158329241154524,17.52181269884622
Central,Corn,23.42459467370992,529.0612849645497,2.439073276225809,194.39722501827436,4.078336771072422,6.327455353266228,16.25607127516824
East,Corn,31.6847685928128,465.13840370804286,6.11282857509774,157.33857226273864,2.298945624005875,2.7346241041729167,21.76771351969451
North,Rice,24.52465627034325,1125.6512069332596,8.392956684646474,98.34454458168256,1.826823453807553,8.668998042704924,21.0104711736126
Central,Soybean,34.75546664274245,490.9895150524202,1.3486283981979628,252.28498507911732,1.645534631558753,8.331456353742814,21.730169732810026
South,Wheat,23.792344600177298,636.3932594298419,5.462587929588578,65.55982678101492,8.292998817269314,8.647796240760009,17.292207022048704
East,Barley,27.99161889235678,550.3414021164683,4.565105919954263,258.66318612506797,7.4669326284495146,7.105188365113734,19.243509129914685
North,Rice,16.007259979867918,286.17882742803596,2.909122566933733,118.73468116197812,9.783236950542015,7.6929250105985725,11.284961166261315
South,Wheat,28.066798488376214,385.9343944822671,4.404250033887859,173.97583327399295,3.782674360141999,9.25646384131596,18.92258667172384
South,Soybean,32.02852788830012,389.501975326382,9.851477597825076,145.26613464709794,8.227922078753586,3.0215867769697873,22.591100970678074
West,Rice,33.84915677066593,893.6495143896549,7.509189937255998,192.65052834742852,1.8371268590071068,2.6643027548407785,24.810791274198472
Central,Wheat,34.94641223279541,606.5854099658092,3.6958337201344724,248.99749878504386,9.134919031765167,3.000605111885317,22.355798928742495
East,Rice,20.643572912984663,981.9675630706586,6.448195463327466,297.32994836867374,1.4664727792861256,8.960573141482055,18.29497994984403
North,Wheat,26.507401296514338,908.950924334157,3.2199061625711183,126.51478641347539,8.090951341672884,6.503473566599685,18.712450324947746
West,Wheat,24.01435971064295,392.0497663960376,6.497595181218465,188.45110309088344,3.7661997235239184,3.408522250154599,17.78264946082635
Central,Soybean,26.27634961150342,762.9169201201006,9.065500205364385,166.50188719374935,2.6307370589531787,3.1336965467190785,21.123055716749946
West,Barley,18.149059143796933,942.9088460488028,6.011891199482971,299.7320398282802,7.34063074944888,5.563388442917145,16.173413594549736
Central,Soybean,32.12299145191883,833.042923475723,7.600059779074145,252.22840762486226,9.062902285952696,8.52587244728478,23.198814994670695
Central,Wheat,33.19137886689175,800.0165080879809,5.080050988446671,149.2709646450482,7.8771343544495895,8.441413756492796,22.538587846933623
East,Rice,23.99323326225845,939.610887400768,5.717115258975969,169.21976390191162,3.817899505652554,8.810024551552022,19.058944974160486
Central,Soybean,20.608597231471535,256.7807392563069,7.255675708793907,111.48914860664834,4.182135894054426,8.151557867288314,15.781675824830105
West,Barley,17.816668553060246,931.4219473614329,8.311645045462576,238.81182993720662,2.703741354000826,2.4929584773174254,17.234507661273785
Central,Wheat,28.67529649555609,472.65526315342834,6.935062478729047,261.30294659461055,8.416554335929348,7.761335233875813,20.21058948832624
East,Soybean,21.244636792414703,771.8722545093541,9.797427945010837,291.2467059057301,1.96384270896199,6.151690323160485,19.243015478655007
East,Soybean,33.19077139826777,442.3049946965075,8.378403290184545,191.45722420444926,9.128925345418752,7.811297705969856,22.743683913164247
West,Soybean,28.4202494968974,1038.8175722068377,7.994441841470876,217.67075055935987,6.410208223183613,5.874261917072461,22.318674880457927
South,Soybean,27.913706503484814,680.559354300756,8.60591421082923,161.51470791736483,6.2996946012729715,5.868312408777704,21.133956954683796
South,Rice,26.188042317964815,842.9412120249835,3.5308984188191417,202.28212758441092,8.540393212868008,3.0090772879237475,18.585729096467034
Central,Barley,15.915526788574512,994.082043476728,4.888424385535426,137.18725756003272,7.00779926255204,9.241801933119762,14.468973867796471
North,Barley,33.63844871371174,1095.3152550713644,6.080166265551316,234.4222791301598,3.738153324144529,4.9969740513537575,24.632265854136357
Central,Wheat,27.5587498659892,932.062097069341,5.161476865984171,55.67509143859435,4.145636099051439,6.658992738802741,20.336938543568337
West,Corn,34.88123966766221,348.7685761904057,8.627120364016719,57.1142124229959,2.557487720121723,3.657250131503127,23.796253360842826
West,Rice,25.74712809545774,1054.5323695857865,1.2436166591130882,229.03022254664953,5.176569177089351,4.951111189278826,18.475011347515828
West,Wheat,29.202217838124263,818.5779158655062,2.8825787550953876,282.67070078129154,1.9913928917083987,8.964619385475839,20.576076281088547
West,Wheat,16.124191157324443,809.4497583802736,8.935358869016694,208.0622336091116,6.877328565941868,3.6767949217353992,15.792980012033757
West,Soybean,27.63472353646822,1121.3405598049217,1.5319012390927047,231.6320747509242,2.5230595700260396,3.6488449067383426,20.0051021357852
East,Corn,30.292992231807148,448.8315556658831,3.0428947324791826,255.98357280454192,8.775385957725266,4.083992882139921,19.344577225729452
South,Corn,30.570285897051146,439.58761849403334,4.161252973388376,140.41856611589486,7.304163282354543,6.597288703538323,19.818827797359358
West,Rice,30.40223304460571,713.1935546949619,7.756665047305218,77.02841438985209,9.023601290781299,6.165505768212279,21.6950599050114
North,Corn,19.525652545873353,950.8630665348651,6.041626265501636,283.2730718125241,1.7832788882820119,3.4025760151032802,17.420284233538773
North,Wheat,34.50796955210452,647.2407082285092,9.59144232502298,284.64264125061004,8.18658401051982,7.5357521672082255,24.782910712196212
North,Corn,34.903642412498776,833.8913898924022,3.0508751356567614,160.46013889301975,8.927242525255085,9.260320232778435,22.602041455449832
North,Corn,16.511917503232027,652.5247242227188,8.849083644898565,104.29241424865344,1.4011282801724647,3.5906310186583124,15.821638382723656
East,Barley,33.728928456235145,810.3871804869688,3.5462214077432392,273.0885956924973,9.991683596810589,7.383630603700909,22.26112316437971
North,Wheat,20.788983886087387,1022.2623026137111,3.209484332139042,227.1066742713133,3.7057988454240913,6.69107672734747,16.82870604774066
West,Corn,28.785681635019294,380.4766960909233,5.485376782894156,52.05708763674045,2.9054909278819103,4.6315116843196416,19.54198670142537
Central,Corn,21.762218414722643,895.3785340059841,1.6408405473084433,76.92992536477063,4.73414700931508,6.942644949293367,15.904026178100683
North,Soybean,34.35508646746243,987.4257393381832,4.458763116939549,295.7999106929361,1.077718529452107,3.6792711056637426,24.407153666962248
East,Corn,17.03007716607071,647.1114074817824,4.201083712987693,59.53204470203617,8.973156933944454,8.671638667535616,13.358554686685407
East,Corn,24.95493633912752,523.2335770678543,2.440914001315962,120.63875259090551,3.416417943063451,2.177696692150234,16.923170212169175
North,Barley,23.560955838841494,213.54432392440208,8.747153607474196,187.1240861765341,5.694323502775542,6.5365038141925105,17.724788156259145
Central,Wheat,21.5204690455597,997.1050223340935,4.4730067933844495,96.08890405138638,6.612035676560668,4.5502414550353585,17.071726547582614
North,Rice,27.910679817602972,527.938659035988,9.837281615623143,108.01352159073974,8.119826162196663,9.050885759392386,20.87811295912052
East,Wheat,17.62111486843335,557.3094694080502,9.09737154133997,138.24187164050053,3.2518550189875497,5.9949301443266405,16.07273270035906
South,Soybean,29.333248362673938,536.0061630988123,2.7532962961293292,117.3885670807384,7.4543173066436985,8.419904314167091,18.865306592582243
West,Wheat,34.611842476095745,698.739330812338,5.546099551041446,250.8390569800018,2.058947929379248,9.390562758809228,23.916362371923544
East,Corn,31.091174289372603,902.4995732190771,6.416237245298976,175.06861834815118,7.338116510999947,4.6747964117094405,22.43590634805943
North,Soybean,32.20033505819091,971.8631310005109,8.37064452649259,119.65503689440261,9.273659793018007,9.042734852571344,23.675958827181027
West,Wheat,22.19273486358005,592.5707204031582,8.970784746862552,128.2740083736746,1.7652364151790283,7.81023142459654,18.542417866973967
North,Soybean,21.497732129624374,863.102035045169,6.616162190399409,59.966239897007846,2.050325207337251,2.8653951768637054,17.899537005167744
North,Rice,25.340967093802664,920.6842502713152,1.3162078282799383,62.3480190452189,6.015047499376267,2.8313595901703463,17.482210717180067
South,Wheat,15.914532295245454,496.9173316773815,5.331488045663164,229.47689158972102,1.4176038010868712,8.538763126511277,13.897806763990893
West,Corn,33.90716268913065,296.6214695370933,8.963231825676992,78.22770926777851,2.6865145836005406,5.7465287168396735,23.316542443622907
West,Soybean,17.875703460323844,1094.6657206444625,7.4268064228983395,168.94919367044545,2.7117292274618414,5.961202167760662,17.259296925849352
South,Barley,33.06026078336185,877.1159717815929,8.83127747268512,260.5914107139492,5.3312271645817235,9.129972309717395,24.682049401069477
East,Soybean,16.671644440007114,848.1104088762914,7.066718107504366,142.1133764318003,3.2363832637942047,9.230426694789324,15.667429116118358
North,Barley,31.452498553571203,258.90251521197797,1.396315088334754,136.4380567526765,5.279705700126378,2.901647877493107,18.806388401248153
Central,Corn,18.0392505175643,1017.8730575039265,9.712059905859496,268.26206894674294,5.6905820945148005,4.98918658355647,17.925534322079734
North,Rice,15.762632281829454,766.0541560860531,9.262166865127108,266.21259916241814,7.575799487832589,9.161814154153188,15.659190604765305
North,Barley,29.389789005188174,1047.8844173175662,2.1392158592136097,270.03420036507094,9.513929752667588,8.558834786751712,20.28290952369561
East,Rice,20.605306003488565,1174.5611837367614,2.0142205015937393,192.97849003293973,5.533724947296593,7.768070568287013,16.464609238928283
North,Soybean,29.28992305568699,1157.1003208802422,5.851706504293181,288.07606839331504,4.195048109430283,2.81573763018271,22.613592418045094
South,Corn,26.101705009456396,1056.0893463902075,7.81345751101195,254.74098695434432,3.3283307174580408,6.969556529646933,21.521152450466484
South,Barley,17.17614780460131,210.9473738313689,4.439558907444283,153.9086067380922,6.711914903537159,6.654811213295843,12.633365309894945
West,Soybean,33.64260146602327,1085.7272082369564,2.227439471889179,207.38878548500958,9.486254003728924,3.3373364885485035,22.435610317075305
Central,Wheat,24.046283495269552,275.0623138276455,5.595004889032191,80.44727068957742,7.881894205963893,8.19087031787149,16.459035765513356
North,Soybean,29.68894555597376,1051.1939701767674,4.038095225970752,187.83304648771286,2.8549236869954004,4.495815879429978,21.703466503181367
North,Rice,25.0204114403125,480.1740686116236,4.165947599961922,115.78727088856718,9.03973717571938,6.965005783824405,16.944707790181084
East,Corn,27.087229499224094,810.0683385333676,6.8048698315634395,120.88680662784222,7.61961977275816,4.894683886451148,20.175579333817392
South,Corn,21.05547184713385,238.06823114987967,8.970472893065535,81.4295582319812,2.1515037511272235,2.6751617048393648,16.77783851559402
Central,Soybean,19.007206080069004,971.181696118228,6.027325577700799,139.54980589348162,7.415221740210661,6.198359139711373,16.365655797235405
West,Wheat,25.851404068161358,311.7061222329715,7.188422597466721,170.3475825747894,3.6041991166560394,4.45314508444524,18.716464693250256
South,Rice,23.80437945942004,610.6881716757719,6.9395229236911735,200.08861029671579,5.422569915970987,2.5705040267807178,18.367983643210138
West,Soybean,22.802264268678663,1017.4460023253014,5.9603157330123695,126.21733406732739,3.702081826822769,3.5880713287407513,18.71982291997256
East,Soybean,28.45134390189246,895.3489965083352,3.796823310248171,248.06205857752286,1.756533141469268,6.950846153527296,20.75091906757862
East,Corn,28.81013264022272,206.0426968580669,4.400147664192149,180.2399904009295,7.9172522621502335,2.8110559950724934,18.352008230949252
North,Rice,15.91840112182526,603.0323345425488,3.8413341864137456,209.5130272389327,8.458153828373117,2.6997307284169585,12.878041910746328
Central,Wheat,21.774889884873442,241.92751696450802,9.257482868338494,119.5359022446332,3.087811012246485,9.552172552246809,17.246511343930262
West,Corn,23.235291004527546,873.4998608184692,8.43956803459399,253.53396975306617,3.1567430612757583,2.860187032971319,19.80536593193533
South,Soybean,16.937843223283362,1168.9484917533214,6.214126355660986,206.0686126414843,4.86961955387776,5.008477826476459,16.38659289906123
East,Corn,19.71801733396577,855.2612623007592,9.210191238767806,265.5871873622892,8.303223871930427,3.0672871238678985,17.809720936923817
North,Corn,16.032835944455133,424.3724311175558,8.977678238331801,89.98789473457362,1.695412648420791,9.514152737938,14.891041085540023
North,Barley,34.92484197234042,555.2330320665401,9.349249597766516,145.16581673274965,8.27840217966682,5.849291196027545,24.330311336975253
West,Corn,29.73114405939689,1176.6505556584677,2.9959647188997964,78.25404601431492,9.30450664860016,2.888953936910161,20.819967011402383
East,Corn,16.749003130055073,424.05241203235005,7.457527339875052,103.88182772609812,6.053537510109166,8.150531539405126,14.232079641515886
Central,Rice,15.404987595801842,761.5290730544426,6.483020499311516,148.63687612121748,1.5435233335845528,8.246292701655513,14.723210635672835
East,Corn,29.385756003045604,600.4538086817447,7.6044757405114645,273.6454769148436,3.4259748387064692,9.2095957067338,21.74072319373166
West,Wheat,23.78384331365334,968.3152979282216,3.3704142752645847,189.260167267976,2.0024782669483443,7.645243095269387,18.32330576855829
West,Soybean,30.73593418129152,1067.389271979887,7.25328164294468,132.59458267856456,3.333552136744804,2.437730190728466,23.40328151544594
East,Rice,33.46952075636767,540.8372743502968,4.688456637289483,236.7247907198981,8.306038085428938,6.402492376823852,21.87550062904742
West,Corn,26.986007780327448,860.3963636993826,8.506826166756703,54.920676548575365,1.5010101030513803,5.0723188698696875,21.436663790756562
East,Wheat,18.742168458345063,749.0476975177273,8.158291526455958,142.52305281066697,3.554412713667922,7.988648402346929,16.81114876656264
South,Soybean,30.64388072092905,478.4444900554334,2.9022184977302543,200.2079241483446,5.652556863629423,6.7274320680465305,19.753321391656673
East,Rice,34.11623486348749,471.9408028130017,2.6546974876297273,195.80932596555053,8.866368788373592,7.801604166337796,21.040800608328386
East,Wheat,26.60462574119912,738.631647532304,7.459585491563795,201.88947061062356,3.2498394932527677,3.443551342984718,20.58083700171796
West,Corn,28.63994894561467,354.00287353229976,5.954274052553444,102.87519120361651,8.00494440883195,5.496567951475626,19.16894865594965
West,Barley,21.749493900733462,1010.8098964824715,6.01485319613844,134.2697882483697,6.252121672650013,5.456834615860127,17.95644532750126
North,Barley,22.630553893206226,269.004839200402,7.772637911134191,282.89136302865666,7.087324756417249,9.847796892658959,17.088396879073585
